192	197
192	198
192	199
192	213
192	214
192	215
192	226
192	227
192	228
192	1197
192	3347
192	4396
192	4397
197	198
197	199
197	213
197	214
197	215
197	226
197	227
197	228
197	1197
197	3347
197	4396
197	4397
198	199
198	213
198	214
198	215
198	226
198	227
198	228
198	1197
198	3347
198	4396
198	4397
199	213
199	214
199	215
199	226
199	227
199	228
199	1197
199	3347
199	4396
199	4397
213	214
213	215
213	226
213	227
213	228
213	1197
213	3347
213	4396
213	4397
214	215
214	226
214	227
214	228
214	1197
214	3347
214	4396
214	4397
215	226
215	227
215	228
215	1197
215	3347
215	4396
215	4397
226	227
226	228
226	1197
226	3347
226	4396
226	4397
227	228
227	1197
227	3347
227	4396
227	4397
228	1197
228	3347
228	4396
228	4397
1197	3347
1197	4396
1197	4397
3347	4396
3347	4397
4396	4397
