3	1
4	1
8	1
14	1
11	1
10	1
9	1
5	1
13	1
12	1
6	1
7	1
7	1
3	1
4	1
8	1
10	1
14	1
11	1
13	1
12	1
5	1
6	1
9	1
3	1
7	1
4	1
5	1
6	1
8	1
12	1
11	1
9	1
10	1
14	1
13	1
6	1
5	1
3	1
4	1
8	1
9	1
12	1
7	1
14	1
13	1
10	1
11	1
4	1
5	1
3	1
8	1
9	1
6	1
7	1
11	1
14	1
13	1
12	1
10	1
3	1
4	1
5	1
6	1
7	1
9	1
11	1
10	1
13	1
12	1
14	1
8	1
3	1
4	1
5	1
7	1
6	1
8	1
9	1
10	1
12	1
11	1
14	1
13	1
4	1
5	1
3	1
6	1
7	1
8	1
9	1
11	1
10	1
14	1
13	1
12	1
6	1
3	1
7	1
4	1
5	1
10	1
8	1
9	1
11	1
13	1
14	1
12	1
3	1
4	1
6	1
5	1
7	1
8	1
10	1
9	1
12	1
11	1
13	1
14	1
3	1
6	1
4	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
5	1
7	1
5	1
4	1
3	1
6	1
9	1
8	1
7	1
10	1
11	1
13	1
14	1
12	1
5	1
3	1
4	1
7	1
6	1
10	1
9	1
8	1
11	1
12	1
13	1
14	1
4	1
3	1
5	1
7	1
6	1
8	1
12	1
9	1
11	1
13	1
10	1
14	1
