5	2
7	2
3	5
8	1
6	2
10	1
4	3
9	1
19	1
13	1
14	1
12	1
15	1
11	1
17	1
16	1
18	1
21	1
20	1
5	2
4	3
3	5
6	2
9	1
7	2
8	1
13	1
11	1
10	1
12	1
14	1
15	1
17	1
16	1
18	1
19	1
21	1
20	1
3	5
5	2
4	3
6	2
9	1
7	2
8	1
11	1
10	1
12	1
14	1
13	1
16	1
15	1
17	1
20	1
18	1
21	1
19	1
6	2
5	2
3	5
4	3
7	2
8	1
9	1
11	1
12	1
13	1
15	1
14	1
16	1
17	1
19	1
20	1
21	1
10	1
18	1
4	3
6	2
5	2
7	2
3	5
8	1
10	1
9	1
13	1
12	1
14	1
11	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
4	3
3	5
5	2
7	2
8	1
6	2
9	1
13	1
14	1
15	1
16	1
17	1
18	1
20	1
19	1
21	1
10	1
11	1
12	1
3	5
7	2
5	2
6	2
8	1
10	1
9	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
19	1
18	1
20	1
4	3
21	1
3	5
5	2
4	3
6	2
7	2
9	1
8	1
12	1
10	1
11	1
15	1
14	1
13	1
16	1
17	1
18	1
19	1
20	1
21	1
5	2
3	5
4	3
6	2
7	2
8	1
9	1
10	1
11	1
12	1
15	1
14	1
13	1
18	1
16	1
17	1
19	1
20	1
21	1
5	2
3	5
6	2
8	1
9	1
4	3
7	2
10	1
12	1
11	1
13	1
14	1
15	1
17	1
16	1
18	1
19	1
21	1
20	1
3	5
4	3
5	2
6	2
7	2
8	1
10	1
9	1
11	1
12	1
13	1
14	1
16	1
15	1
18	1
17	1
19	1
20	1
21	1
3	5
4	3
5	2
6	2
7	2
8	1
10	1
9	1
11	1
13	1
12	1
15	1
14	1
16	1
17	1
18	1
20	1
19	1
21	1
3	5
4	3
5	2
6	2
8	1
7	2
9	1
11	1
12	1
10	1
13	1
14	1
15	1
16	1
17	1
19	1
20	1
21	1
18	1
3	5
4	3
5	2
6	2
7	2
8	1
9	1
10	1
11	1
12	1
13	1
15	1
17	1
14	1
18	1
16	1
19	1
21	1
20	1
