46	1192
46	1413
46	3441
46	4816
1192	1413
1192	3441
1413	3441
1413	833
3441	103
3441	104
3441	111
3441	722
3441	922
3441	923
3441	1183
3441	1193
3441	1368
3441	1601
3441	2499
3441	2520
3441	2521
3441	2899
3441	3142
3441	3429
3441	4444
3441	4867
3441	4891
3441	5000
103	104
103	111
103	722
103	922
103	923
103	1183
103	1193
103	1368
103	1601
103	2499
103	2520
103	2521
103	2899
103	3142
103	3429
103	4444
103	4867
103	4891
103	5000
104	111
104	722
104	922
104	923
104	1183
104	1193
104	1368
104	1601
104	2499
104	2520
104	2521
104	2899
104	3142
104	3429
104	4444
104	4867
104	4891
104	5000
111	722
111	922
111	923
111	1183
111	1193
111	1368
111	1601
111	2499
111	2520
111	2521
111	2899
111	3142
111	3429
111	4444
111	4867
111	4891
111	5000
722	922
722	923
722	1183
722	1193
722	1368
722	1601
722	2499
722	2520
722	2521
722	2899
722	3142
722	3429
722	4444
722	4867
722	4891
722	5000
922	923
922	1183
922	1193
922	1368
922	1601
922	2499
922	2520
922	2521
922	2899
922	3142
922	3429
922	4444
922	4867
922	4891
922	5000
923	1183
923	1193
923	1368
923	1601
923	2499
923	2520
923	2521
923	2899
923	3142
923	3429
923	4444
923	4867
923	4891
923	5000
1183	1193
1183	1368
1183	1601
1183	2499
1183	2520
1183	2521
1183	2899
1183	3142
1183	3429
1183	4444
1183	4867
1183	4891
1183	5000
1193	1368
1193	1601
1193	2499
1193	2520
1193	2521
1193	2899
1193	3142
1193	3429
1193	4444
1193	4867
1193	4891
1193	5000
1368	1601
1368	2499
1368	2520
1368	2521
1368	2899
1368	3142
1368	3429
1368	4444
1368	4867
1368	4891
1368	5000
1601	2499
1601	2520
1601	2521
1601	2899
1601	3142
1601	3429
1601	4444
1601	4867
1601	4891
1601	5000
2499	2520
2499	2521
2499	2899
2499	3142
2499	3429
2499	4444
2499	4867
2499	4891
2499	5000
2520	2521
2520	2899
2520	3142
2520	3429
2520	4444
2520	4867
2520	4891
2520	5000
2521	2899
2521	3142
2521	3429
2521	4444
2521	4867
2521	4891
2521	5000
2899	3142
2899	3429
2899	4444
2899	4867
2899	4891
2899	5000
3142	3429
3142	4444
3142	4867
3142	4891
3142	5000
3429	4444
3429	4867
3429	4891
3429	5000
4444	4867
4444	4891
4444	5000
4867	4891
4867	5000
4891	5000
117	2869
117	3442
117	3443
117	3444
117	3445
117	3446
117	4241
2869	3442
2869	3443
2869	3444
2869	3445
2869	4241
3442	3443
3442	3444
3442	3445
3442	4241
3443	3444
3443	3445
3443	4241
3444	3445
3444	4241
3445	4241
3446	1098
3446	4734
4241	2837
833	2837
1098	4734
1098	4842
1098	3706
4842	3706
